CustomerAge,HousingTypeId,MonthlyGrossIncomeAmount,MonthlyNetIncomeAmount,ChildBirthYears,InternalAssets_PensionIns,InternalAssets_Funds,InternalAssets_Accounts,InternalAssets_UnpaidEquities,InternalDebts_Overdrawn,InternalDebts_UsedCredit,InternalDebts_Blanco,InternalDebts_Mortgage,InternalDebts_UnpaidEquities,InternalDebts_CreditCard,ExternalAssets_PensionIns,ExternalAssets_Funds,ExternalAssets_Accounts,ExternalAssets_Other,ExternalDebts_Mortgage,ExternalDebts_Blanco,ExternalDebts_CreditCard,ExternalDebts_Other,Advices_ordered
38,1,92000,52440,1,0,0,10143.75,0,0,0,3081621,0,0,5111.82,0,0,20000,0,0,220000,0,0,7
62,1,100000,56000,0,4407662.09,4157693.95,339855.49,0,0,0,1814373,0,0,0,0,0,1250000,0,0,0,0,0,1
45,1,45000,32313,0,885159.99,1724398.71,131251.24,0,0,0,2977940,0,0,0,0,0,0,0,0,0,0,0,2
78,1,9000,7821,0,0,0,219638.43,0,0,0,441780,0,0,861.91,0,0,1600000,0,0,0,0,0,1
49,1,39000,29362,1,178070.99,0,636330.6,0,0,0,3000000,0,0,0,1350000,0,0,0,0,0,0,0,1
45,3,35700,27054,1,65115.75,174186.57,82710.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,1,100000,56000,0,10228128.33,708526.71,368962.82,11979,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,1
40,1,36000,27292,1,416292.8,945181.89,336454.39,0,0,35396,2800000,0,0,0,0,0,0,0,0,0,0,0,1
44,1,52000,35723,1,520446.52,0,298462.94,0,0,0,200000,0,0,0,0,1200000,0,0,0,0,0,0,1
20,2,20000,15910,0,0,6784.52,92100.48,0,0,0,0,0,0,0,0,0,0,0,493000,0,0,0,1
57,2,35000,26602,0,1640033.04,710002.28,46710.38,0,0,0,2770100,0,0,0,0,0,605000,0,0,0,0,0,2
37,1,52000,35723,1,188095.65,0,192644.84,0,0,0,3873435,0,0,28577.16,0,200000,0,0,0,135000,0,0,1
80,1,34000,25912,0,317660,2201439.46,7802.96,0,0,0,0,0,0,0,0,5000000,100000,0,0,0,0,0,1
37,1,31000,23842,1,68455,0,492765.04,0,0,0,4450128,0,0,0,0,1500000,0,0,0,170000,0,0,1
70,1,27690,21432,0,682946.61,0,0,0,0,0,0,0,0,0,0,0,0,0,590000,0,0,0,7
26,2,23000,18076,0,0,39435.22,197528.82,0,0,0,831579,0,0,0,0,0,0,0,0,0,0,0,1
56,1,54000,36643,0,507177.94,30800.34,98804.23,0,0,0,0,0,0,0,150000,0,0,0,3600000,0,0,0,8
45,2,42000,30843,1,153360,762.13,38890.26,0,0,0,0,0,0,0,0,0,0,200000,1081000,0,0,0,7
23,2,32000,24532,0,39289.17,21607.77,17484.65,0,0,0,2125000,0,0,9809.22,0,0,45000,0,0,0,0,0,2
54,1,38700,29124,0,0,95164.6,142527.1,0,0,0,2020000,0,0,0,0,0,210000,0,0,0,0,0,1
52,1,50000,34763,0,1427198.52,6266.88,136,0,0,0,0,0,0,0,1400000,0,800000,0,600000,0,0,0,1
44,3,21000,16632,1,0,0,44259.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,3,44750,32165,1,115388.37,29272.69,4740.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
33,3,23500,18409,0,0,0,369610.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,3,70000,43319,0,905303.26,24015.74,1298934.13,0,0,0,0,0,4933,0,0,0,0,0,80000,0,0,0,1
63,1,27000,20964,0,2876275.27,18313518.51,6530276.78,0,0,0,0,0,0,24794.13,0,0,0,0,0,0,0,0,1
35,3,65000,41269,1,6026098.23,0,498163.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,3,40000,29863,0,2071897.77,510698.96,82303.39,0,0,0,1150000,0,0,0,0,0,0,0,0,0,0,0,1
54,1,25853,20095,1,0,13887.38,0,0,0,0,0,0,0,0,0,463000,0,28925,1035419,126342,0,0,7
37,3,21000,16632,0,0,0,3900,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,3
70,2,28000,21686,0,0,1484756.23,260196.94,0,0,0,0,0,0,989.97,0,0,0,0,0,0,0,0,1
64,1,60000,39219,0,0,102583.45,226075.77,0,0,0,147560,0,0,0,0,0,1000000,0,0,0,0,0,1
53,1,53000,36183,1,916602.34,2306986.52,1473180.06,0,0,0,145000,0,0,44939.57,0,0,0,0,2400000,0,0,0,2
42,1,68000,42499,1,0,0,72106.78,0,0,0,7661646,0,0,0,0,0,0,20000,0,330000,0,0,7
44,3,19000,15188,0,0,0,628.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
52,1,33400,25498,0,46732.21,84995.43,908114.23,0,0,0,803748,0,0,47.32,0,0,0,0,0,0,0,0,1
45,2,37100,28020,1,151866.52,0,27839.09,0,0,150487,1084195,0,0,33875.28,0,0,0,0,0,0,0,0,7
52,1,34000,25912,0,572564.22,4790540.47,54616.42,0,0,0,2448000,0,0,0,0,0,0,0,0,0,0,0,7
62,2,65000,41269,0,3334187.64,587320,716879.83,0,0,0,4211055,0,0,0,660704,0,0,0,0,0,0,0,2
61,1,38000,28672,0,506284.73,141404.52,146135.44,0,0,0,3318222,0,0,0,0,0,0,300000,0,0,0,0,2
44,3,70000,43319,1,85619.65,0,83789.83,0,0,0,1412200,0,0,9531.22,0,0,0,0,0,0,0,0,3
69,3,30000,23130,0,334643,0,20691.43,0,0,0,0,0,0,1012.49,100000,0,0,700000,0,0,7000,0,7
37,2,41800,30745,1,0,96229.36,70568.29,0,0,0,2110584,0,0,13697.82,0,0,0,0,0,0,0,0,2
31,2,40000,29863,0,67754.62,0,7405.83,0,0,0,1443335,0,0,2305,0,0,0,0,0,0,0,0,7
46,2,23600,18509,0,116254.16,273465.13,2102.2,0,0,0,0,0,3938,13000,0,0,0,0,0,0,0,0,7
42,1,100000,56000,1,0,0,15396.65,0,0,71347.15,2900734,0,0,0,0,0,0,0,0,0,0,0,7
62,1,47000,33293,0,5620910.78,146782.86,69961.19,0,0,0,1391850,0,0,238,0,0,300000,0,0,0,0,0,1
40,1,40000,29863,1,373233.88,24116.88,120345.9,0,0,54924,2288455,0,0,24325.96,0,0,0,0,0,0,0,0,3
43,1,67000,42089,0,170944.02,64300.62,180115.03,0,0,89058,2841830,0,0,0,0,0,0,0,0,115000,0,0,1
48,1,68000,42499,1,937411.53,0,298238.39,0,0,0,1880000,0,0,2462.27,0,600000,0,950000,0,0,0,0,1
58,1,112500,60750,0,622487.32,0,151173.13,0,0,0,0,0,0,0,0,0,0,1000000,2400000,0,0,0,3
59,2,51000,35253,1,348931.25,485240.49,79738.98,0,0,0,0,0,0,44704.01,0,0,0,0,800000,0,0,0,1
83,1,16595,13451,0,0,0,337012.03,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,1
30,2,33000,25222,0,0,0,32150,0,0,0,639467,0,0,0,0,0,27000,0,0,0,0,0,7
55,2,78000,46599,0,255308.44,158124.7,213461.16,0,0,73330,6200000,0,0,0,0,725000,26000,0,0,304000,0,0,1
76,1,20000,15910,0,1631662,12434347.59,286894.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,31000,23842,0,0,0,11571.86,0,0,6917.16,0,0,0,0,0,170000,0,0,0,0,0,0,7
45,1,34450,26176,1,156540.25,12337.03,854.56,0,33817.93,104567,3613200,0,0,15620.28,0,37000,20000,0,0,0,0,0,9
31,2,35000,26602,0,0,133965.27,7287.08,0,0,0,1093920,0,0,0,0,80000,0,0,0,212000,0,0,7
65,2,15100,12373,0,182283.03,0,11395.21,0,0,0,0,0,0,0,0,0,120000,0,585000,0,0,0,1
79,1,15300,12517,0,0,10951.9,1255550.68,0,0,0,0,0,0,0,0,0,20000,0,1,0,0,0,1
54,1,50000,34763,1,2356800.4,29823.45,112260.7,0,85000,88724.39,4033494,0,0,6603.42,0,0,0,0,0,0,0,0,9
64,2,10000,8612,0,97402.87,27867.11,230197.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,30000,23130,0,0,0,100,0,0,0,0,0,0,0,0,50000,0,0,0,0,50000,0,7
61,2,43000,31333,0,208734.88,702875.37,161745.66,0,0,0,800000,0,0,630,0,0,0,0,0,0,0,0,1
90,1,30000,23130,0,0,199825.4,273507.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,2,24000,18798,0,0,291452.8,454720.51,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,1
81,2,15000,12300,0,0,824337.2,1031.69,0,0,0,0,0,0,0,0,0,14500,0,500000,0,0,0,3
58,3,42000,30843,1,0,17502.7,138733.9,0,0,0,892500,0,0,0,0,0,0,1500000,0,0,0,0,1
73,2,30000,23130,0,741974.37,0,750150.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,1,34500,26226,1,446991.33,149600.4,58963.81,0,0,0,2164900,0,0,0,0,0,15000,0,0,0,0,0,3
52,3,10000,8612,1,0,0,7136.3,0,0,0,0,0,0,0,0,0,0,350000,0,0,0,0,7
27,2,36000,27292,0,0,300863.96,247095.09,0,0,0,177500,0,0,12065,0,0,0,0,0,0,0,0,1
62,3,35000,26602,0,8145,609260.99,192024.99,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,1
46,1,220000,107800,1,1330778.17,0,589654.43,0,0,0,4355768,0,0,0,1000000,0,0,0,0,0,0,0,1
31,3,37500,28296,0,20301.22,18550.64,16972.09,0,0,0,0,0,0,0,0,300000,0,0,0,130000,0,0,7
48,1,31500,24156,0,71251.2,0,90284.58,0,0,0,1685565,0,0,-0.45,0,0,0,0,0,0,0,0,1
52,1,90000,51300,0,527645.99,13980.52,27172.19,0,0,0,3562830,0,0,35568.77,0,0,0,0,0,0,0,0,7
31,3,8604,7487,0,0,0,0,0,0,0,0,134.68,0,0,0,0,0,0,0,0,0,0,7
26,2,33500,25536,0,0,899758.58,1346383.3,0,0,0,1800000,0,0,0,0,24000,0,0,0,0,0,0,2
42,1,68000,42499,1,310479.23,247989.21,52881,0,0,0,2585000,0,0,0,0,0,0,0,0,0,0,0,7
46,2,37000,27982,1,0,0,6369.14,0,0,15313.33,0,0,0,11887.98,0,0,0,0,17000000,0,0,0,8
37,2,38200,28810,0,75346.88,191171.88,488904.66,0,0,0,5100000,0,0,0,0,0,0,700000,0,0,25000,0,5
40,1,40000,29863,1,24575.75,156929.29,637254.96,0,0,0,4339330,0,0,0,0,110000,0,0,0,0,0,0,2
55,3,32000,24532,0,0,1579709.28,37420.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
73,1,18000,14466,0,0,0,8835.14,0,0,0,432525,0,0,0,0,0,0,0,0,0,0,0,7
32,2,54333,36760,0,0,0.68,324101.46,0,0,0,0,0,0,0,0,530000,0,0,5300000,0,0,0,1
73,1,24500,19131,0,0,426197.19,3399.27,0,0,0,798200,0,0,0,0,0,0,58500,0,0,0,0,7
52,1,48500,33977,1,535057.49,81857.53,114161.41,0,0,0,2478900,0,1000,0,0,0,0,0,0,0,0,0,1
56,2,62000,40039,0,3483169.87,2156648.68,2213925.98,0,0,0,0,0,0,524.75,0,0,0,0,0,0,0,0,1
59,3,25000,19520,0,0,0,379442.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,4,37000,27982,1,601030.22,20108.19,11814.55,0,0,0,0,0,0,6153.96,0,0,0,0,0,0,0,0,7
28,3,34000,25912,0,0,0,3243.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
73,1,90000,51300,0,502308.79,371959.15,86123.3,0,0,0,5438000,0,0,0,0,65000,365000,0,0,0,0,0,1
59,1,43000,31333,1,0,0,72855.88,0,0,0,2450000,0,0,0,0,1500000,0,0,0,0,0,0,6
30,3,33500,25536,0,0,0,5630.64,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,7
30,2,33000,25222,0,0,334501.65,19633.68,0,0,0,3007572,0,0,0,0,10000,0,0,0,0,0,0,9
26,2,31000,23842,0,29682.52,0,29420.8,0,0,0,1210706,0,0,0,0,0,0,0,0,0,0,0,7
67,1,35000,26602,0,240131.07,0,890278.05,0,0,0,2358000,0,0,21000,0,0,0,0,0,0,0,0,5
36,1,60000,39219,1,13413801.61,46031.95,86537.45,0,0,0,4749000,0,0,0,0,900000,0,0,0,0,0,0,3
45,2,50000,34763,0,563301.32,52398.72,71069.61,0,0,0,2522540,0,0,17710.2,0,0,0,0,0,0,0,0,1
46,3,46000,32803,1,86213.02,0,4721.54,0,0,244456,0,0,0,0,0,0,0,0,30000,0,0,0,7
62,1,47000,33293,0,5562594.47,145229.8,167971.13,0,0,0,1398927,0,0,674,0,0,400000,0,0,0,0,0,1
24,4,24000,18798,0,2827.07,0,275524.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,1,8000,7029,0,1562900.93,196736.38,122311.87,0,0,0,162480,0,15745,23169.13,0,0,0,1000000,0,0,0,0,1
57,1,40000,29863,0,378584.64,199801.79,583185.99,0,0,0,1613965,0,0,0,0,0,0,0,0,0,0,0,1
72,3,10201,8750,0,321444.67,0,25532.5,0,0,0,167100,0,0,0,0,0,0,0,0,0,0,0,1
25,2,25500,19853,0,0,1345.62,12114.08,0,0,60000,200075,0,0,0,0,0,0,0,0,0,0,0,7
38,3,282000,135360,1,0,0,81.58,0,0,211245.99,0,0,0,0,0,0,1000,0,0,0,0,0,7
57,2,45000,32313,1,395035.09,743580.59,102384.66,0,0,0,1395140,0,0,9398.42,0,0,0,0,0,0,0,0,2
29,2,44000,31823,1,0,18657.5,33270.13,0,0,0,4555915,0,0,994,0,0,0,0,0,0,0,0,9
43,2,34783,26447,0,0,0,4331.76,0,0,0,0,0,0,0,0,200000,50000,0,1800000,0,0,0,2
56,1,120000,63600,0,2655267.37,282703.68,1134192.77,0,0,0,1961419,0,0,0,0,0,0,0,0,0,0,0,1
70,2,13200,11001,0,0,155661.09,53847.08,0,0,0,619394,0,0,0,0,0,50000,0,0,0,0,0,2
47,1,71000,43729,1,2157296.29,56491.05,217914.57,0,0,970000,3298003,0,0,62180,0,0,0,0,0,0,0,0,2
24,2,16000,13022,0,13850.26,5631.65,43981.82,0,0,0,1656380,0,0,0,0,30000,0,0,0,0,0,0,2
40,1,66000,41679,1,0,0,35.75,0,0,0,0,0,0,0,750000,476000,0,0,5176000,220000,0,0,7
73,2,23900,18698,0,422481.29,0,21787.49,0,0,0,4750000,0,0,0,0,227000,0,0,0,0,0,0,8
50,2,62000,40039,0,580138.99,861055.87,420857.33,0,0,0,1124140,0,0,0,0,400000,20000,0,50000,0,0,0,1
84,1,12976,10832,0,219491,167508.78,65442.92,0,0,0,1050000,0,0,0,0,0,0,0,0,0,0,0,1
31,3,24600,19231,0,0,0,560181.9,0,0,0,0,0,0,269865.3,1167162,268020,325500,0,0,4827000,288000,0,3
36,1,38000,28672,0,0,0,6128.39,0,0,0,0,0,0,0,0,120000,0,0,792000,0,0,0,7
43,2,34783,26447,0,0,0,8663.52,0,0,0,0,0,0,0,0,245000,100000,0,3580000,0,0,400000,2
46,2,75000,45369,1,0,0,91347.64,0,0,0,451580,0,0,0,0,0,0,0,0,0,0,0,3
47,1,51800,35631,1,299010.58,713958.88,719141.98,0,0,0,1380500,0,0,14764.75,0,0,0,0,0,0,0,0,1
70,1,40000,29863,0,5258427.64,101328.64,92749.56,0,0,0,0,0,0,0,0,0,4000000,1010000,0,0,0,0,1
63,1,27000,20964,0,0,29405.72,545324.51,0,999.9,0,1131055,0,0,0,0,0,0,0,0,0,0,0,1
66,1,25000,19520,0,365945.08,222186.08,4342.88,0,2221.24,0,0,0,0,0,0,744680,0,0,1285400,61000,0,0,7
18,2,1050,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
69,1,36000,27292,0,1218835.82,178.42,19793.35,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,7
80,1,20000,15910,0,0,282693.15,25607.17,0,0,0,246500,0,3338,1575.59,0,328122,0,0,0,0,0,0,7
63,1,36500,27606,0,2255240.18,0,366792.44,0,0,0,1350000,0,0,-0.79,0,800000,0,0,0,0,0,0,2
53,3,38000,28672,0,758927.17,2386608.24,34754.01,0,0,0,770000,0,95215,2979,0,0,0,4700000,0,0,0,0,3
36,1,40750,30205,1,106553.9,39217.82,614565.53,0,0,0,2353993,0,0,0,0,0,130000,0,0,0,0,0,1
73,1,14673,12057,0,238642.56,776133.11,120975.3,0,0,0,0,0,0,12437.41,0,0,0,0,0,0,0,0,1
30,1,36000,27292,1,38183.38,69760.04,321128.61,0,0,0,2835000,0,0,3263.44,0,1500000,0,0,0,0,0,0,1
71,2,75000,45369,0,0,3799340.3,7829.79,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,1
40,3,45000,32313,1,0,0,97058.23,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1
26,2,42000,30843,0,106183.46,128086.75,81364.32,0,0,0,2549731,0,0,3705,0,0,0,0,0,0,0,0,2
55,1,38000,28672,0,365119.23,246334.56,61786.92,0,13828.6,0,2258750,0,0,0,0,0,0,0,0,0,0,0,4
65,1,25000,19520,0,0,187953.3,20729.33,0,0,0,272575,0,0,0,0,0,114000,0,0,0,0,0,1
69,1,63000,40449,0,434804.68,686620.78,534940.02,0,0,0,445845,0,0,332,1500000,0,0,0,0,0,0,0,1
57,1,35000,26602,0,0,78250.72,18355.34,0,0,0,1691552,0,0,0,0,0,0,0,0,0,0,0,7
58,2,20000,15910,0,143027.36,2594.3,0,0,22043.72,0,568000,0,0,5048.92,0,0,200,0,76000,0,0,0,9
37,1,42000,30843,1,160570.91,0,54086.41,0,0,0,1509000,0,0,0,0,0,600000,0,0,0,0,0,1
47,1,64000,40859,1,163386.26,77092.73,450412.73,0,0,0,1560000,0,0,5011.91,0,0,0,0,0,0,0,0,1
51,1,53950,36593,0,1646260.2,0,75901.88,0,0,679944,2942830,0,0,0,500000,0,0,0,0,0,0,0,7
65,2,36000,27292,0,831759.87,208641.57,100,0,0,0,0,0,0,0,0,1200000,800000,0,0,0,0,0,1
49,1,50000,34763,1,2134330.62,344060,60267.63,0,0,0,3648330,0,0,0,0,500000,20000,0,0,0,0,0,6
66,2,25000,19520,0,757811.91,0,693324.23,0,0,0,1476000,0,0,0,0,0,0,0,0,13000,0,0,2
25,2,33000,25222,0,0,0,4404,0,0,0,0,0,0,0,0,0,70000,0,1300000,0,0,0,1
71,1,18231,14614,0,0,464555,943052.95,0,0,0,42300,0,0,0,0,0,0,0,0,0,0,0,1
42,2,52900,36083,0,421885.94,6.17,15542.03,0,0,0,1252860,0,0,686.03,0,234000,100000,0,0,0,0,0,1
56,1,35000,26602,1,0,47293.25,17485.57,0,0,0,0,0,0,0,0,1150000,0,0,1135000,0,0,0,7
50,1,450000,207000,1,968853.51,0,117622.55,0,0,0,4087500,0,0,0,0,10000000,0,0,0,0,0,633000,7
50,1,518000,238280,0,1882602.52,0,176002.11,0,0,0,1237435,0,0,0,0,0,0,0,0,0,0,0,7
24,2,10500,9007,0,0,277996.76,269.84,0,0,0,457576,0,0,0,0,0,0,15000,0,0,0,0,7
19,3,23600,18509,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,7
42,2,24500,19131,0,47701.5,0,11721.18,0,0,0,722500,0,0,0,0,0,0,0,0,0,0,0,7
28,2,30000,23130,0,128680.06,59034.94,28065.56,0,0,454152,3644000,0,0,10106.86,0,66108,0,3170000,0,0,0,29574,9
45,1,1,1,0,91581.92,35380.99,57474.97,0,0,0,660595,0,0,60.45,0,0,0,0,0,0,0,0,5
46,1,36000,27292,1,252800.76,1008089.46,35631.54,0,0,0,1221560,0,0,0,0,0,0,14000,0,0,0,0,7
69,1,43764,31689,0,0,0,1338.26,0,0,0,0,0,0,0,0,0,275000,0,1209000,0,0,0,1
35,2,45150,32361,0,0,3357.43,73044.93,0,0,0,441760,0,0,3068.56,0,0,24000,0,0,96000,0,0,1
40,2,43000,31333,0,490275.09,0,11013.28,0,0,45203.81,1180700,0,0,3727.14,0,1100000,0,0,0,0,0,0,7
25,2,30000,23130,0,30427.4,0,88784.84,0,0,0,1247375,0,0,11461.85,0,30000,0,0,0,0,0,0,1
55,1,40000,29863,0,0,0,179418.84,0,0,0,2803695,0,0,1053.55,0,0,0,0,0,0,0,0,1
45,2,72000,44139,0,340688.48,691851.52,388615.74,0,0,0,1800745,0,3750,541.14,0,0,0,0,0,0,0,0,1
41,1,28900,22308,1,92845.29,0,207859.98,0,0,0,1255920,0,0,0,0,0,0,0,0,0,0,0,1
33,2,33000,25222,0,125485.36,237796.89,241779.5,0,0,0,410170,0,0,0,0,0,0,0,0,0,0,0,1
57,3,54000,36643,0,563955.98,3603.43,5073.1,0,28941.27,0,0,0,0,102073.06,0,0,0,0,0,0,0,400000,7
52,1,26000,20242,0,67096.17,207281.63,1077447.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,1,47600,33587,0,248994.51,159896.28,150158.32,0,0,0,2764480,0,0,0,0,0,0,0,0,0,0,0,1
59,1,29040,22392,0,22645.89,0,15872.54,0,0,0,0,0,0,0,0,0,550000,0,650000,0,0,0,1
32,1,35000,26602,1,0,0,109257.36,0,0,0,2805000,0,0,0,0,0,90000,0,0,0,0,0,1
62,1,86000,49880,0,1342394.49,267228.29,36581.28,0,0,0,906620,0,0,0,0,80000,0,0,0,0,0,0,7
30,3,19500,15549,1,18256.32,0,19641.84,0,0,0,0,0,0,0,0,0,826000,0,0,0,0,0,1
46,1,110000,59400,1,809983.77,385102.13,279566.76,0,0,0,3939855,0,0,7118.92,0,200000,0,0,0,0,0,0,1
58,1,30000,23130,0,0,1956826.34,12284.21,0,493062.65,0,0,0,0,0,0,0,0,0,0,0,0,0,7
60,1,80000,47419,0,2232039.3,0,270824.26,0,0,0,3853235,0,0,0,0,0,0,0,0,0,0,0,2
37,2,40000,29863,0,197912.07,380996.51,122197.34,0,0,0,437237,0,0,2280.28,0,0,0,0,0,0,0,0,1
34,2,27000,20964,1,166621.91,0,23286.27,0,0,0,703155,0,0,0,0,0,0,0,0,0,0,0,7
38,1,54700,36911,1,273754.35,887955.8,173398.57,0,0,0,3979960,0,0,1424.27,0,0,0,0,0,0,0,0,1
34,1,40000,29863,1,40700.42,0,5486.47,0,0,0,0,0,0,0,0,0,16000,0,3500000,0,0,0,9
38,1,41200,30451,1,305831.86,253191.5,787919.46,0,0,0,4295946,0,0,98,0,0,111,0,0,0,0,0,2
32,2,45000,32313,0,0,0,312.14,0,0,0,0,0,0,0,0,0,30000,0,2600000,0,0,0,7
46,1,29000,22408,1,71296.89,4884.51,375.94,0,0,0,578000,0,0,0,0,0,0,0,0,0,0,0,7
30,2,39000,29362,0,113535.95,258115.21,497312.02,0,0,0,1572375,0,0,0,0,0,0,0,0,0,0,0,1
67,1,42000,30843,0,879357,0,38093.82,0,0,0,0,0,0,0,0,2000000,0,0,2200000,0,0,0,7
59,2,70000,43319,0,306658.92,0,904720.61,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,1
43,2,41000,30353,1,124304.14,1212033.44,0,0,0,0,0,0,0,0,2600000,2850000,1100000,0,6900000,0,0,0,1
49,3,31000,23842,0,0,0,7377.87,0,0,186732,0,0,0,0,0,0,0,0,0,0,0,300000,7
25,3,13104,10905,0,0,0,4080.56,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,7
26,2,36000,27292,0,0,1000,23452.87,0,0,0,0,0,0,0,0,0,20000,0,2450000,0,0,0,4
41,1,50000,34763,1,1123765.18,30527.8,145403.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,3,1050,1050,0,0,0,35000.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,2,28840,22248,0,459167.36,48391.48,65563.59,0,0,0,363200,0,0,0,0,0,0,0,0,0,0,0,1
19,3,15000,12300,0,0,407.02,11170.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
29,2,37000,27982,0,0,0,7795.52,0,0,39556.23,2683736,0,0,18072.11,0,0,0,0,0,0,0,0,7
44,1,43000,31333,1,97280.47,448051.37,122672.99,0,0,0,1079963,0,0,0,0,20000,0,0,0,0,0,0,1
74,2,20000,15910,0,0,0,17420.99,0,0,0,1781000,0,0,0,0,30000,0,0,0,0,0,0,9
56,2,21500,16965,0,416705.76,51373.5,2373.46,0,0,0,467000,0,0,3247.26,0,0,8839,0,0,0,0,0,7
62,1,18000,14466,0,195288.99,830335.29,109871.87,0,0,0,0,0,0,0,162000,660000,0,0,1982000,0,0,0,5
47,2,30000,23130,1,198079.22,43702.93,61711.73,0,0,0,1884410,0,0,0,0,0,0,0,0,0,40000,0,5
29,2,37000,27982,0,0,1553.52,260766.72,0,0,0,6097050,0,0,0,0,0,175000,0,0,0,0,0,2
26,2,35500,26916,0,43159.17,0,27893.63,0,0,0,2004000,0,0,0,0,867000,62000,0,0,0,0,0,1
49,3,30000,23130,0,0,0,41111,0,0,0,0,0,0,9520.16,0,0,300000,0,0,100000,0,0,1
38,1,37200,28120,1,4384,0,4277.09,0,0,200498.85,3909443,0,0,11439.32,0,0,0,0,0,51000,0,0,9
56,1,35000,26602,0,432230.65,316829.74,780705.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,41000,30353,0,0,0,3.9,0,0,0,679428,0,0,0,0,0,40000,0,0,0,15000,0,7
36,3,33500,25536,0,75950.23,0,52202.1,0,0,99402,0,0,0,2999.84,0,0,0,0,0,350000,20000,0,3
32,2,30000,23130,1,0,101.01,0,0,0,0,0,0,0,0,50000,0,20000,0,0,0,0,0,7
58,1,32631,24915,0,1082114.54,31279.1,285772.8,0,0,8746,0,0,0,0.04,0,0,0,0,1498516,0,0,0,1
24,3,17500,14105,0,0,1352.7,6808.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
46,3,43000,31333,0,0,0,1016216.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,1,44000,31823,0,123125.78,90480.7,64439.33,0,0,0,0,0,0,0,165000,170000,206000,0,1800000,150000,0,0,1
62,1,55000,37103,0,0,2531759.14,511019.77,0,0,0,1766720,0,0,-2.1,0,4500000,0,0,0,0,0,0,1
72,1,32000,24532,0,0,0,11063.5,0,0,0,2000000,0,0,4305,0,0,800000,0,0,0,0,0,1
52,1,39900,29763,1,163069.26,0,147256.07,0,5869.45,8673,1318500,0,0,1278.94,0,0,0,0,0,0,0,0,1
57,1,60000,39219,0,4105626.74,0,73909.01,0,0,0,0,0,0,0,0,0,1800000,0,0,0,0,0,1
52,1,51000,35253,0,346163.37,779784.89,33157.74,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,1
45,2,40800,30255,1,180462.11,94397.81,72155.33,0,0,0,1856000,0,0,0,0,0,0,0,0,0,0,0,2
59,3,42000,30843,0,0,1799110.05,552820.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,3,30000,23130,0,0,15992.42,55770.84,0,0,0,0,0,0,0,0,20000,0,0,0,200000,0,0,1
56,1,90000,51300,0,2621646.25,1885041.6,41813.5,0,0,0,0,0,0,0,0,0,550000,10000000,0,0,0,300000,1
60,1,1,1,0,1034545.01,1611192.67,2154619.48,0,0,0,0,0,0,8049.18,0,0,0,0,0,0,0,0,5
42,1,49500,34467,1,682680.33,8772.2,138012.96,0,0,0,0,0,0,0,0,0,0,0,6300000,150000,0,0,6
44,1,35000,26602,1,122968.64,0,4076.27,0,131.69,0,2388800,0,0,0,0,0,0,0,0,400000,0,0,9
