CustomerAge,HousingTypeId,MonthlyGrossIncomeAmount,MonthlyNetIncomeAmount,ChildBirthYears,InternalAssets_PensionIns,InternalAssets_Funds,InternalAssets_Accounts,InternalAssets_UnpaidEquities,InternalDebts_Overdrawn,InternalDebts_UsedCredit,InternalDebts_Blanco,InternalDebts_Mortgage,InternalDebts_UnpaidEquities,InternalDebts_CreditCard,ExternalAssets_PensionIns,ExternalAssets_Funds,ExternalAssets_Accounts,ExternalAssets_Other,ExternalDebts_Mortgage,ExternalDebts_Blanco,ExternalDebts_CreditCard,ExternalDebts_Other,Advices_ordered
47,1,28000,21686,1,231337.4,35296.36,146923.85,0,0,0,1028275,0,0,0,0,0,0,0,0,0,0,0,1
35,2,59000,38809,0,129030.68,0,44541.51,0,0,0,0,0,0,2322.95,399990,200000,0,0,2790000,0,0,0,9
32,1,35000,26602,1,91065.73,158341.76,305731.34,0,163270.69,4327144.28,0,0,0,407,0,0,300000,0,0,0,0,23000,2
69,1,28500,22019,0,1375.4,0,19718.48,0,6731.97,0,1406555,0,0,5535.9,0,0,575000,0,0,0,0,0,2
61,1,156000,79560,0,0,1037366.72,0.04,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,0,7
56,2,94000,53580,1,1082805.94,596982.59,1705210.87,0,5623.41,0,842000,0,0,0,0,0,0,0,0,0,0,0,1
85,2,50000,34763,0,0,2979900,1590527.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,2,13000,10856,0,0,651360.1,111307.76,0,0,0,0,0,0,5100,0,0,266000,0,0,0,0,0,1
44,1,60000,39219,1,0,88841.59,187722.12,0,0,0,0,0,0,0,0,0,0,0,3100000,0,0,0,1
50,2,500000,230000,0,685512.22,231276.48,746858.51,0,0,0,1369500,0,0,0,0,0,0,0,206000,0,0,0,1
50,1,30800,23704,0,191661.78,0,6284.41,0,0,0,1073000,0,0,16641.49,0,0,0,90000,0,0,10000,0,7
62,3,26500,20575,0,461508.41,38021.83,3886.88,0,0,110705,0,0,0,843.53,0,0,0,0,0,0,50000,0,7
41,2,200000,98000,0,241271.61,0,53017.88,0,0,0,700000,0,0,0,0,20000000,0,0,0,0,0,0,7
47,2,17000,13744,0,239503.91,44628.48,10203.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
70,2,21000,16632,0,114280,629510.97,19079.74,0,0,0,500000,0,0,0,0,0,400000,0,0,0,0,0,1
62,1,55000,37103,0,1364318.44,4953302.34,550927.52,0,0,0,8881220,0,0,0,0,0,1050000,0,0,0,0,0,5
61,1,31000,23842,0,0,82368.46,32966.22,0,0,0,1428550,0,0,664.27,0,0,0,0,20000,0,0,0,9
54,1,33160,25320,1,552149.56,112454.89,67064.18,0,0,0,1269500,0,0,0,0,0,0,0,0,0,0,100000,3
51,1,31000,23842,1,231680.89,87278.71,35443.88,0,0,0,2535063,0,0,0,0,0,0,0,0,0,0,0,7
54,1,46000,32803,1,369261.77,93461.9,825.49,5000,2377.57,0,609610,0,1850,0,50000,0,0,0,0,0,0,0,7
63,1,12600,10568,0,1138622.42,218037.05,110658.7,0,0,0,797675,0,0,0,0,0,0,0,0,0,0,0,2
52,1,57000,37989,0,278441.08,214265.24,126250.54,0,0,0,1084017,0,0,0,0,150000,0,0,0,0,0,0,1
46,3,35000,26602,0,166901.63,96641.21,1558.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
46,2,54000,36643,1,235049.04,0,72491.25,0,0,0,2075000,0,0,-3.31,0,0,180000,0,0,0,0,0,1
61,1,60000,39219,0,59965.36,917683.59,65940.95,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1
74,1,25000,19520,0,0,373356.16,318078.95,0,0,0,0,0,0,-0.21,0,1459000,0,0,0,0,0,0,1
60,1,36000,27292,0,1409998.27,386012.33,279738.07,0,0,0,1788000,0,0,399,0,0,2100000,0,0,0,0,0,5
44,1,60000,39219,1,321081.9,214022.36,337030.4,0,0,0,3422960,0,0,0,250000,300000,0,0,0,30000,0,0,1
58,1,40000,29863,0,1299836.95,10260976.22,10836.66,0,0,0,2556525,0,0,0,0,0,100000,0,0,0,0,0,2
37,1,53500,36359,1,273131.22,182356.4,57196.47,0,0,0,4861364,0,0,-0.68,0,0,0,0,0,0,0,0,9
69,1,30000,23130,0,89189.43,609714.89,270044.26,0,5481,0,1132400,0,0,962.15,0,0,0,0,0,0,0,0,1
36,1,40600,30157,1,0,0,8737.71,0,0,0,716994,0,0,0,0,900000,120000,0,0,0,0,0,1
47,3,50000,34763,1,0,0,1628629.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,70000,43319,1,4103966.36,206140.28,210131.32,0,0,0,5300000,0,0,0,400000,0,0,0,0,0,0,0,5
69,1,42000,30843,0,263119,240386.89,303739.95,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,0,1
57,1,28600,22119,0,0,5804.4,2637208.16,0,0,0,920000,0,0,28595.4,0,0,0,0,0,0,0,0,1
29,1,30800,23704,1,0,0,163818.39,0,0,0,2741056,0,0,0,0,0,0,0,0,54000,0,0,2
53,2,43000,31333,1,263753.89,90884.64,48778.46,0,0,0,1353500,0,0,0,0,0,48665,0,0,0,0,0,1
46,2,37000,27982,1,0,0,6369.14,0,0,15313.33,0,0,0,11887.98,0,0,0,0,1700000,0,0,0,7
56,3,300000,144000,0,5030004.06,1136082.86,750743.64,0,0,0,800000,0,0,0,300000,0,640000,0,0,0,0,0,1
52,3,36150,27380,0,289860.62,0,20355.39,0,0,0,0,0,0,0,0,0,0,150000,0,88000,0,0,7
56,2,47250,33339,0,1525063.47,167513.25,33569,0,0,0,0,0,0,310.2,0,0,350000,0,0,0,0,0,1
46,1,45000,32313,1,0,0,10508.89,0,13026.8,148840,637500,0,0,0,0,0,0,0,0,0,0,0,7
73,1,12100,10207,0,0,0,95765.35,0,0,0,1093530,0,0,0,0,0,20000,0,0,0,0,98000,2
26,3,23000,18076,0,4271.12,0,49586.91,0,0,0,0,0,0,0,15000,0,8000,0,0,0,0,30000,1
48,2,40000,29863,1,337920.92,11816.33,60121.27,0,0,0,0,0,0,1399.87,0,0,0,0,3675000,0,0,0,4
21,3,13000,10856,0,4036.65,153088.28,91633.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,3,36800,27844,0,269231.24,1007.18,3171.65,0,19999.66,67288,0,0,0,0,0,0,0,0,0,200000,0,130000,7
65,1,12500,10495,0,9432,194466.5,30523.73,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,1
69,1,23000,18076,0,65401.74,0,120915.8,0,0,0,2000000,0,0,13715.9,0,0,1700000,0,0,0,0,0,2
45,3,33000,25222,1,272130.4,0,258919.34,0,0,523842,0,0,0,0,128000,0,0,0,0,146062,0,0,1
68,1,37000,27982,0,350012.52,844547.56,2519338.79,23419,64866.23,0,909937,0,0,15.22,0,0,2150000,0,0,0,0,0,1
55,1,35000,26602,0,749303.04,592530.6,833264.12,0,0,0,11066000,0,0,88617.64,690985,124128,0,720000,0,0,0,0,1
25,3,24000,18798,0,0,0,33305.35,0,0,0,821600,0,0,0,0,0,0,0,0,0,0,0,1
49,1,200000,98000,1,58171,0,57066.07,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,7
42,2,35000,26602,1,418623.67,0,10605.23,0,0,0,3310385,0,0,0,0,50000,0,0,0,0,0,0,9
74,1,20000,15910,0,99173.65,277647.4,57214.56,0,0,0,1074793,0,0,23413.7,0,0,50000,0,0,0,0,0,2
43,1,85000,49300,1,945071.28,2212496.96,31123.63,0,0,0,7422000,0,0,0,0,0,0,19000000,0,0,0,100000,8
73,1,53000,36183,0,5992734,6887317.5,894834.84,0,0,0,1000000,0,0,1220.32,0,0,0,0,0,0,0,0,1
28,3,26386,20517,0,0,300.51,6785.98,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,7
42,2,60000,39219,1,242259.5,0.49,141064.52,0,0,0,3034500,0,0,499,0,0,0,0,0,0,0,0,2
54,1,36655,27699,0,122723.73,556436.68,351981.52,0,0,0,1844867,0,0,0,0,0,0,0,0,0,0,0,2
67,1,23000,18076,0,793878.35,287679.55,36652.14,0,0,0,382240,0,0,-448.09,0,0,0,0,0,0,0,0,3
61,1,45700,32605,0,716334.52,253345.21,59406.49,0,0,591899,3219560,0,0,13523.24,0,0,0,0,0,0,0,0,6
69,1,30,30,0,0,2603459.52,467.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
29,2,45000,32313,0,82315.75,0,38808.66,0,0,0,3192319,0,0,0,0,0,600000,0,0,0,0,0,1
52,1,44500,32017,1,2080676.59,112915.24,26398.57,0,19423.52,127996,3127785,0,0,29995.43,0,0,1000,0,0,0,20000,0,7
55,3,41900,30743,1,581840.05,44864.47,192142.44,0,0,0,85839,0,0,2404.74,0,0,250000,0,0,0,0,0,1
36,2,88000,51040,0,23580.64,0,1163024.56,0,0,0,5367464,0,0,44364.7,0,0,0,0,0,0,0,0,1
52,1,60000,39219,0,227178.99,28195.56,2498198.96,0,0,0,1434906,0,0,0,0,3000000,0,0,0,0,0,0,1
37,3,45000,32313,1,0,0,500,0,1301,0,0,0,0,0,0,500000,0,0,0,0,0,0,7
27,2,32000,24532,0,29455.61,14857.89,3786.81,0,0,0,4062413,0,0,4044.96,0,20000,20000,0,0,290000,0,0,9
35,2,55900,37463,1,731327.44,0,72408.17,0,96343.51,3389685.96,1300000,0,0,0,0,1000000,0,0,0,0,0,0,4
32,3,26000,20242,0,3005.2,600,32173.54,0,0,0,0,0,0,0,0,0,0,83232,0,0,0,197377,3
63,2,37000,27982,0,214065.18,84421.26,195888.32,0,0,0,1822000,0,0,3453.02,170000,80000,0,0,0,0,0,0,1
46,1,34200,26050,1,248620.74,633609.36,342717.4,0,0,0,0,0,0,19392,0,0,0,380000,1000000,0,0,0,1
54,3,46000,32803,0,9290.74,5705.42,41661.89,0,0,106507,0,0,0,0,0,0,3811,10000,0,90000,0,0,3
49,1,37000,27982,0,10615606.34,0,261469.6,0,0,0,4800000,0,0,31469.68,0,600000,1700000,0,0,0,0,0,1
75,1,22457,17644,0,0,0,140747.13,0,0,0,736205,0,0,381,0,0,200000,370000,0,0,0,0,1
52,1,2000,1854,0,0,8135.4,16238.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,3,13000,10856,0,0,0,575.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,7
54,1,42000,30843,1,0,224285.46,749458.84,0,0,0,1930000,0,0,4121.71,0,0,0,0,0,0,0,0,1
31,3,40000,29863,0,55607.04,0,236812.72,24674,0,14000,0,0,0,10915.22,0,74000,0,0,0,0,22000,0,1
37,2,36500,27606,1,125080.14,0,640,0,0,0,1598667,0,0,0,0,0,0,0,0,0,0,0,9
43,1,40000,29863,1,54273.01,263961.38,50183.42,0,0,0,672940,0,0,6800,0,0,0,0,0,0,0,0,7
70,1,17000,13744,0,0,299027.52,80662.11,0,0,45500,660875,0,0,2522.41,0,0,0,0,0,0,0,0,1
56,1,62000,40039,0,949482.13,234633.67,210493.01,0,41009.98,0,3766000,0,0,5211.78,0,0,0,0,0,0,0,0,1
56,1,29540,22781,1,265766.7,0,0,0,0,0,0,0,0,0,0,750000,0,0,3743000,0,0,0,8
41,3,53900,36543,0,379173.22,44226.46,19372.86,0,0,11735,0,0,0,0,0,0,0,200000,0,0,40000,113000,7
28,2,35000,26602,0,431.11,0,2257.58,0,0,0,1930500,0,0,208,0,0,0,0,0,0,0,300000,9
63,3,75000,45369,0,0,0,219134.4,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,1
69,1,67700,42317,0,4956878.9,0,845479.69,0,0,0,1558280,0,0,25041.76,0,0,0,0,0,0,0,0,1
57,1,46000,32803,1,1770627.18,6829227.54,459064.6,0,0,0,7600000,0,0,0,0,413792,0,0,0,0,0,0,2
60,1,1,1,0,1039582.3,1931118.47,1835536.25,0,0,0,0,0,0,6713.46,0,0,0,0,0,0,0,0,5
30,3,29000,22408,1,0,0,1849.31,0,0,91728.16,0,0,0,6623.67,0,10500,0,0,0,0,0,0,7
45,1,86000,49880,1,771262.88,0,0,0,0,0,0,0,0,0,0,0,300000,0,4500000,0,0,0,2
55,1,101000,55550,1,8677692.25,238411.08,48407.54,0,29985.93,0,6728325,0,0,71155.6,0,0,100000,0,0,0,0,0,3
43,1,47520,33507,1,349782.92,234,42546.51,0,0,0,1360000,0,0,0,170000,0,0,0,0,0,0,11800,7
29,3,21000,16632,0,0,0.1,1017.62,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,7
69,1,33000,25222,0,0,0,386064.4,0,0,0,1995455,0,0,0,300000,0,0,0,0,0,0,35000,1
42,2,36000,27292,1,0,0,140633.88,0,0,0,1752075,0,0,0,0,0,0,0,0,0,0,0,1
42,1,43000,31333,0,195225.05,319072.47,166097.43,0,0,0,3506000,0,0,0,0,0,0,0,0,0,0,0,1
56,1,55000,37103,0,194349.07,0,29439.16,0,0,65598,1963680,0,0,0,0,0,0,0,1300000,0,0,0,7
61,3,82000,48380,0,1278682.99,552457.56,260187.38,0,0,0,1400400,0,0,0,0,0,0,0,0,0,0,0,1
54,1,34750,26414,0,279928.39,44173.19,99788.47,0,0,0,1646650,0,0,0,0,0,11000,0,0,0,0,0,2
48,2,100000,56000,1,476813,40416.85,5767954.14,0,0,0,7094306,0,0,0,3600000,200000,0,0,0,0,0,0,1
37,3,22000,17354,0,0,1003.13,0,0,8536.89,0,0,0,0,0,0,0,0,0,0,60000,0,0,7
60,2,47031,33222,0,81397020,30505849.2,576805.8,0,0,0,0,0,0,260408.4,6500000,13836000,510000,0,30900000,0,630000,0,7
73,2,17000,13744,0,0,0,133681.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1,45000,32313,1,0,0,25380.03,0,0,0,0,0,0,14615.49,0,0,0,0,0,0,0,0,7
63,1,44200,31921,0,712956.45,876124.84,56555.28,0,0,0,1115965,0,0,0,0,0,0,0,0,0,0,0,7
44,3,33000,25222,0,120653.22,0.08,0.4,0,5196.84,0,0,0,0,0,0,0,0,0,0,165000,38000,0,7
44,1,70000,43319,1,377808.67,0.16,390108.92,0,0,88331,4361810,0,0,371.16,0,0,0,0,0,300000,0,0,1
44,2,35000,26602,1,52273.23,0,11.63,0,0,682500,500000,0,0,0,0,900000,0,0,0,0,0,200000,7
48,1,71000,43729,1,197413.98,0,115173.78,0,0,487500,2160200,0,0,0,0,700000,0,0,1500000,0,0,0,4
51,1,30000,23130,1,209175.04,21335.88,409913.8,0,0,0,1750000,0,0,0,1700000,0,0,9300000,0,0,0,0,1
76,2,30000,23130,0,16775.87,179392.31,32905.49,0,0,0,518600,0,0,911.31,0,0,260000,0,0,0,0,0,1
54,1,14000,11578,0,13703.96,4911.6,121870.24,0,0,146250,702450,0,0,524.95,200000,0,0,0,0,0,0,0,1
56,3,33150,25310,0,387918.44,67511.87,201293.77,0,0,0,0,0,0,5047,0,0,0,0,0,0,0,0,1
48,2,80000,47419,0,0,541705.19,770045.04,0,0,0,3588412,0,0,21243.98,0,0,0,0,0,0,0,0,2
31,3,26000,20242,0,0,0,119971.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,1,35000,26602,0,371147.05,951000.98,3221.84,0,0,0,1342172,0,0,0,0,0,0,0,0,0,0,0,7
82,2,45000,32313,0,267053.49,2213729.62,516248.33,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,1
43,2,40000,29863,0,836576.59,0,31164.8,0,0,0,1942075,0,0,0,0,0,0,150000,0,0,0,0,9
47,1,25000,19520,1,0,382909.74,1172857.95,0,0,0,760475,0,0,0,0,0,0,0,0,0,0,0,1
55,2,60000,39219,0,14242.72,383522.89,363982.64,0,0,0,3284470,0,0,0,0,0,0,0,0,0,0,0,2
79,3,19000,15188,0,0,101300,323465.1,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,1
56,2,41800,30745,0,746442.67,79458.87,547983.51,0,0,0,1700000,0,0,1026.54,0,0,0,0,0,0,0,0,1
49,2,36600,27706,1,81362.84,82262.82,194010.03,0,0,0,935500,0,0,4849.35,0,0,100000,0,0,0,0,0,1
37,2,51000,35253,1,336733.17,798181.31,347350.49,0,0,0,2342100,0,0,0,0,0,0,0,0,0,0,0,1
58,1,65000,41269,0,2551339.89,776069.4,121592.71,0,0,0,569750,0,0,26234.7,0,0,0,0,0,0,0,0,1
32,2,33000,25222,0,0,0,276.16,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,7
59,3,56000,37563,0,581934.49,0,421688.77,0,0,0,0,0,0,22785.95,0,400000,0,0,0,0,0,0,1
71,1,35000,26602,0,520.93,0,4074.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
70,2,55000,37103,0,1506999.86,0,16014.38,0,0,0,8980000,0,0,0,0,0,0,455000,0,0,0,0,7
39,3,33000,25222,1,0,25412.21,393463.67,0,0,0,0,0,0,0,0,30000,0,0,0,250000,0,0,1
31,2,45000,32313,0,0,301257.4,1448643.4,0,0,0,0,0,0,31348,0,0,0,0,2000000,0,0,0,2
69,1,28000,21686,0,1505546.2,1182948.84,379208.33,0,0,0,1759680,0,0,0,0,0,0,0,0,0,0,0,1
40,4,7000,6238,1,0,0,595.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
35,2,37700,28434,1,116946.06,18213.25,185244.14,0,0,0,2283000,0,0,5269.32,0,0,0,0,0,0,0,0,1
47,1,94000,53580,1,1182529.52,518470.21,455428.68,0,0,0,3972550,0,0,0,1500000,0,0,0,0,0,0,0,1
45,2,60000,39219,0,0,1000,9752.12,0,0,315533,397693,0,0,0,0,0,0,0,0,0,0,0,7
47,3,24700,19276,1,1394.12,0,5483.1,0,0,0,0,0,0,21826.75,0,0,5000,0,0,0,0,0,7
71,1,29700,22885,1,174118.86,316885.31,39867.85,0,0,0,460100,0,0,0,0,0,0,0,0,0,0,0,7
56,2,35000,26602,0,0,3240.03,217586.72,0,0,0,0,0,0,0,200000,0,0,0,2600000,0,0,0,5
30,2,43000,31333,0,0,0,131473.28,0,0,0,1844580,0,0,0,0,0,44066,0,0,0,0,0,2
76,2,36000,27292,0,310501.84,1655793.58,150199.86,0,0,0,500000,0,0,0,0,0,50000,0,0,0,0,0,1
41,2,48700,34075,0,280362.04,218484.6,261912.78,0,0,0,1301095,0,0,0,0,0,0,0,0,0,0,430000,1
32,2,84000,48720,0,0,0,12985.19,0,0,0,5429587,0,0,0,400000,315000,200000,0,0,0,0,0,1
35,1,43160,31391,1,407762.31,158328.13,40476.81,0,0,0,1457500,0,0,3064,0,0,100000,0,0,0,0,0,1
35,2,30000,23130,1,0,0,1001.8,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,1
27,2,26000,20242,0,0,100340.8,82205.15,0,0,0,1232000,0,50503,0,0,0,0,80000,0,0,0,0,2
48,1,47000,33293,1,0,21711.54,13117.8,0,159.25,37605.77,1642805,0,0,0,0,0,0,0,0,0,0,0,7
34,2,25000,19520,1,0,0,3791.6,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,7
56,1,41918,30761,0,348200.81,3.33,9087.17,0,0,0,1690356,0,0,0,0,0,0,0,0,0,0,0,7
72,2,18000,14466,0,0,0,475889.57,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,1
52,2,90000,51300,0,0,0,6967.97,0,0,0,1803300,0,0,12788.84,0,30000,35000,0,50000,0,0,0,7
61,1,31250,23968,0,314108.46,0,1100801.49,0,0,0,75530,0,0,5160.18,0,0,0,0,0,0,0,0,1
40,1,28800,22264,1,104666.47,64157.64,82197.4,0,0,0,2616400,0,0,11754.39,0,0,0,0,0,0,0,0,4
29,1,40000,29863,0,141633.98,25966.02,38992.08,0,0,0,11750830,0,0,380,0,40000,305000,0,0,0,0,0,5
36,1,38500,28986,1,0,0,8614.72,0,0,0,2264295,0,0,0,0,100000,0,0,0,0,0,0,7
72,3,31000,23842,0,879760,0,322770.35,0,0,0,0,0,0,0,0,0,0,850000,0,0,0,0,1
60,2,41000,30353,0,226458.88,309342.1,200240.73,0,0,0,4138250,0,0,0,740000,0,0,0,0,0,0,0,5
75,2,35000,26602,0,706824.23,0,9692.29,0,0,0,0,0,0,0,850000,0,0,0,900000,0,0,0,7
60,1,47500,33487,0,614530.59,784815.54,332632.59,0,0,0,673000,0,0,0,0,0,0,0,0,0,0,0,1
61,1,32000,24532,0,1131769.23,247690.63,202407.81,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,0,1
24,2,28500,22019,0,0,0,32006.46,0,0,0,1800000,0,0,0,0,0,148000,0,0,0,0,0,2
38,1,36200,27430,1,299614.86,0,46218.85,0,0,0,0,0,0,0,0,163000,117000,0,499200,0,0,0,1
55,2,21000,16632,1,0,1435829.08,362992.26,0,0,0,3788740,0,0,0,0,130000,0,0,0,0,0,0,2
57,1,27000,20964,1,1548038.64,6003728.98,423334.16,0,0,0,7600000,0,0,13530.9,0,427597,0,0,0,0,0,0,5
65,2,29200,22552,0,212981.53,690668.71,679289.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,3,10000,8612,0,0,0,108053.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,444000,204240,1,369939.07,81781.21,123530.3,0,0,0,2656524,0,0,0,0,0,130000,0,0,0,0,100000,1
55,4,15000,12300,0,0,0,36139.38,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,1
35,1,38500,28986,1,0,0,64712.07,0,0,0,1155315,0,0,0,0,900000,424500,0,0,0,0,0,1
61,2,66000,41679,0,3387405.02,570828.66,701245.18,0,0,0,4255965,0,0,1753.46,473619,0,0,0,0,0,0,0,2
48,1,35000,26602,1,296629.6,4542530.81,57296.12,0,0,0,5545445,0,0,0,2950000,0,0,0,0,0,0,0,8
37,1,31100,23880,1,180190.27,0,4007.73,0,0,0,1582570,0,0,7329.25,0,0,230000,0,0,0,0,0,1
21,3,16000,13022,0,0,0,66336,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,1
58,1,200000,98000,0,59582.93,231494.6,1434.07,0,0,0,524005,0,0,5470,0,0,0,0,0,0,0,0,7
45,1,85500,49590,1,245457.62,12471.54,82591.98,0,0,0,10960000,0,0,0,0,280000,0,0,0,0,140000,0,7
40,1,95000,53200,1,266975.47,0,180356.11,0,9445.57,0,3666720,0,0,0,460000,0,250000,0,0,0,0,0,1
71,3,21300,16821,0,0,0,150006.91,0,0,0,0,0,0,0,0,310000,0,0,0,0,0,0,1
79,3,19000,15188,0,0,101300,328644.54,0,0,0,0,0,0,1972.6,0,0,0,0,0,0,0,8600,1
57,2,54000,36643,0,0,2315561.51,265179.81,0,0,0,3870000,0,0,0,0,0,0,0,0,0,0,0,2
55,1,48900,34173,0,473963.43,290489.22,130754.41,0,0,0,896600,0,0,0,1537286,984371,0,0,0,0,0,0,1
27,3,29595,22836,1,0,0,17241.35,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,1
69,1,11000,9402,0,0,470359.13,17793.08,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,1
45,2,52000,35723,1,112193.95,473435.57,55216.59,0,0,0,0,0,0,0,0,0,0,0,4800000,0,0,0,4
56,2,52000,35723,1,148843.42,6008.03,25956.09,0,0,0,1163100,0,0,14780.52,0,0,0,0,0,0,14000,1328915,7
74,1,22000,17354,0,0,152096,305462.82,0,0,0,394000,0,0,0,0,0,0,0,0,0,0,0,1
24,3,55000,37103,0,0,0,31749.59,0,0,45833,0,0,0,22594.41,0,0,0,0,0,0,0,0,7
52,1,42000,30843,0,219419.09,518121.27,967532.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,3,24143,18885,0,0,890054.42,64314.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1,65000,41269,1,125492.46,15548,1411836.22,0,0,0,8118434,0,0,0,2000000,0,0,14500000,0,0,0,0,5
59,3,44000,31823,0,2116783.23,401866.56,768867.96,0,0,0,2400000,0,0,0,0,0,80000,0,0,0,0,0,1
43,1,47930,33713,1,533269.13,0,70659.87,0,0,0,2885910,0,0,9835.9,0,0,265000,0,0,0,0,0,1
52,2,32000,24532,0,620705.43,2588587.9,92316.91,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,1
25,2,70000,43319,0,5269.32,0,19724.78,0,0,0,0,0,0,0,0,0,200000,0,2300000,80000,0,0,1
46,1,110000,59400,1,3399004.42,93359.11,80060.59,0,0,0,3320015,0,0,0,0,0,0,0,0,0,0,0,7
59,1,110000,59400,1,3124165.99,424543.25,186208.35,0,0,0,3236000,0,0,0,2980000,0,2600000,730000,0,0,0,0,1
57,1,26850,20814,0,500925.94,192410.26,49786.94,0,0,0,0,0,0,22.95,0,0,820000,0,0,0,0,0,1
39,1,42947,31280,1,309957.6,22386,42948.59,0,0,121427,2185000,0,0,0,0,0,0,0,0,0,0,0,7
58,3,57000,37989,1,1912948.62,0,3533776.87,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,1
32,2,37000,27982,0,0,374639.23,141887.73,0,0,0,1175500,0,0,-0.76,0,170000,0,0,0,0,0,0,1
21,2,10000,8612,0,0,0,8864.17,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,7
59,3,27000,20964,1,2132609.78,0,61.86,0,21831.62,192315.12,0,0,0,0,0,0,400000,0,0,0,0,0,1
56,1,48000,33783,1,2543126.56,0,2040.91,0,4003.3,0,899102,0,0,14918.75,0,125000,0,0,100000,0,0,0,7
55,2,78000,46599,0,3365771.22,157602.14,403125.84,0,20847.07,0,4238050,0,0,6907.63,0,0,0,0,0,0,0,0,1
35,1,56000,37563,1,250150.72,8718.4,154873.56,0,0,0,4731354,0,0,4587,350000,250000,0,3300000,0,0,0,0,1
46,3,78100,46581,1,0,0,45000,0,39440.39,0,0,0,0,7719.01,0,0,0,0,0,0,0,0,7
61,2,30000,23130,0,262089.14,0,180233.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2,39000,29362,0,196979.76,15957.17,17565.92,0,0,0,2287643,0,0,108,0,0,0,0,0,0,0,110000,8
44,3,9567,8262,1,135433.73,57394.65,28152.21,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,1
27,1,28700,22164,0,0,52603.12,148096.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,1,51000,35253,1,409178.89,4025.05,145945.85,0,0,0,3335000,0,0,0,0,0,0,0,0,0,0,0,3
26,2,25200,19664,0,14912.3,0,2108.47,0,0,0,2115431,0,0,15000,0,0,0,0,0,0,0,0,7
42,3,34693,26357,1,5830.2,0,30327.54,0,0,0,0,0,0,7611.05,0,16000,0,0,0,0,0,0,7
65,2,40500,30057,0,202328.59,304373.45,209118.54,0,0,0,188345,0,0,189,0,0,0,0,0,0,0,0,1
51,1,206000,100940,1,9791516.45,756223.31,1936405.81,0,0,0,4630300,0,0,716,0,0,0,0,0,0,0,0,1
50,1,490000,225400,1,1054817.84,0,4759695.92,0,0,0,8485334,0,0,0,0,10000000,0,0,0,0,0,787500,1
46,1,62000,40039,1,0,51434.35,148535.1,0,0,0,1235000,0,250,0,0,0,300000,0,0,0,0,0,1
55,1,50200,34861,0,739467.6,344796.18,45811.74,0,0,0,0,0,0,0,0,0,0,0,1325080,0,0,0,7
41,2,100000,56000,0,728477.88,1311818.82,160480.38,0,0,0,13605540,0,0,0,2973534,0,1700000,0,982245,0,0,0,1
44,3,32800,25084,0,219471.11,135633.62,692157.31,0,0,0,0,0,0,0,0,0,0,250000,0,0,40000,0,1
58,1,32000,24532,0,240361.38,281586.18,81153.29,0,0,0,508000,0,0,0,0,0,2500000,0,0,0,0,0,1
